id,source,tier,program,result,season,gpa,gpa_scale,gre_quant,gre_verbal,toefl,undergrad_school,undergrad_tier,undergrad_country,major,major_relevance,intern_count,intern_level,intern_relevance,has_paper,has_research,research_level,gender,nationality,raw_text
102c4d995c8d,gradcafe,C,jhu-mfm,accepted,2021 Fall,,,161.0,157.0,,Johns Hopkins SAIS,,,,,,,,,,,,,Johns Hopkins SAIS International Economics And Finance; Masters (F21) Accepted via E-mail on 18 Dec 2020 Undergrad GPA: n/aGRE General (V/Q/W): 157/161/4.50GRE Subject: n/aâ¦ International student; accepted straight from undergrad. I had several research experiences.
ec0deb2fad23,gradcafe,B,finance-unknown,accepted,2021 Fall,,,169.0,165.0,,University Of Cambridge,,,,,,,,,,,,international,University Of Cambridge Finance And Economics; Masters (F21) Accepted via E-mail on 23 Dec 2020 Undergrad GPA: n/aGRE General (V/Q/W): 165/169/5.50GRE Subject: n/aâ¦ Accepted 3 weeks after applying. Provisional offer of 75% final year average (UK mid tier university). GRE: 165V/169Q/5.5 AWA
d5172f9b8f5f,gradcafe,B,jhu-mfm,accepted,2020 Fall,3.26,4.0,162.0,159.0,,Johns Hopkins SAIS,,,,,,,,,,,,us,Johns Hopkins SAIS International Economics And Finance; Masters (F20) Accepted via E-mail on 6 Mar 2020 Undergrad GPA: 3.26GRE General (V/Q/W): 159/162/3.00GRE Subject: n/aâ¦ $50;000 grant; will accept
e0d4aa32b671,gradcafe,D,columbia-msfe,waitlisted,2020 Fall,,,,,,Columbia Business School,,,,,,,,,,,,,Columbia Business School Financial Economics; Masters (F20) Wait listed via E-mail on 26 Mar 2020 Anybody off waitlist?
b8ec3ae2ff76,gradcafe,D,finance-unknown,rejected,2020 Fall,,,,,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,international,London School Of Economics & Political Science (LSE) Finance; PhD (F20) Rejected via Website on 16 Apr 2020 Randomly checked the website.
1e966f35a72b,gradcafe,B,finance-unknown,rejected,2020 Fall,3.4,4.0,164.0,149.0,,CEMFI,,,,,,,,,,,,international,CEMFI Economics And Finance; Masters (F20) Rejected via E-mail on 3 Apr 2020 Undergrad GPA: 3.40GRE General (V/Q/W): 149/164/3.50GRE Subject: n/aâ¦ Expected. 3a/1r/0w
325e8eaf5be2,gradcafe,B,finance-unknown,rejected,2019 Fall,3.25,4.0,165.0,155.0,,Cemfi,,,,,,,,,,,,international,Cemfi Economics And Finance; Masters (F19) Rejected via E-mail on 3 Apr 2020 Undergrad GPA: 3.25GRE General (V/Q/W): 155/165/4.00GRE Subject: n/aâ¦ 
3376866ad172,gradcafe,D,finance-unknown,rejected,2020 Fall,,,,,,CEMFI,,,,,,,,,,,,,CEMFI Economics And Finance; Masters (F20) Rejected via E-mail on 3 Apr 2020 Out of expectation. This program is indeed a back-up just in case I got rejected by all the PhD programs I apply for. Up to now I got three PhD offers; but...get rejected by them
6cda85831f6f,gradcafe,B,finance-unknown,rejected,2020 Fall,,,158.0,170.0,,University Of Cambridge,,,,,,,,,,,,international,University Of Cambridge Finance And Economics; Masters (F20) Rejected via E-mail on 3 Apr 2020 Undergrad GPA: n/aGRE General (V/Q/W): 170/158/4.50GRE Subject: n/aâ¦ One email from the admission officer tells the rejection results. Another email from the board from admission notifies the same results. Cambridge is a dream. But I am not good enough to deserve that. Good luck everyone.
c33135cee4df,gradcafe,D,finance-unknown,accepted,2020 Fall,,,,,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,international,London School Of Economics & Political Science (LSE) Finance; PhD (F20) Accepted via E-mail on 2 Apr 2020 Received the official email this morning; around 9AM; London time. So happy! Will likely accept!
0b35c1c81794,gradcafe,D,finance-unknown,,2020 Fall,,,,,,CEMFI,,,,,,,,,,,,,CEMFI Economics And Finance; Masters (F20) Other via POST on 1 Apr 2020 To the CEMFI post below: Same. Given the terrible virus situation in Spain; another deadline-extension email is not unlikely. We should be a bit more patient.
b67d0b1ff37d,gradcafe,D,finance-unknown,,2020 Fall,,,,,,CEMFI,,,,,,,,,,,,,CEMFI Economics And Finance; Masters (F20) Other via Other on 1 Apr 2020 Anyone hear from them? It's the new ddl but I still get nothing...It's my dream program; hope it's not an implicit rej...
429718c2c514,gradcafe,B,finance-unknown,accepted,2020 Fall,3.92,4.0,170.0,158.0,,CEMFI,,,,,,,,,,,,international,CEMFI Economics And Finance; Masters (F20) Accepted via E-mail on 30 Mar 2020 Undergrad GPA: 3.92GRE General (V/Q/W): 158/170/4.50GRE Subject: n/aâ¦ PhD track rejected. Master's accepted. Just declined the offer. Good luck to everyone on the waitlist!
d2e338af6a6b,gradcafe,D,columbia-msfe,waitlisted,2020 Fall,,,,,,Columbia Business School,,,,,,,,,,,,,Columbia Business School Financial Economics; Masters (F20) Wait listed via Website on 25 Mar 2020 
9c3ec08ebc1d,gradcafe,D,finance-unknown,accepted,2020 Fall,,,,,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,international,London School Of Economics & Political Science (LSE) Finance; Masters (F20) Accepted via E-mail on 13 Nov 2019 
bfbd2fe1ad7c,gradcafe,D,finance-unknown,accepted,2020 Fall,,,,,,University Of Cambridge,,,,,,,,,,,,international,University Of Cambridge Finance And Economics; Masters (F20) Accepted via E-mail on 26 Mar 2020 
def92688301e,gradcafe,D,cmu-mscf,rejected,2020 Fall,,,,,,Carnegie Mellon University,,,,,,,,,,,,international,Carnegie Mellon University Financial Economics; PhD (F20) Rejected via Website on 19 Mar 2020 
18058c0d5bea,gradcafe,D,columbia-msfe,,2020 Fall,,,,,,Columbia University,,,,,,,,,,,,,Columbia University Financial Economics; Masters (F20) Other via Other on 21 Mar 2020 Guess rejections will be sent out once the admission process is all over. Good Luck.
e9f3c95f55ae,gradcafe,D,columbia-msfe,waitlisted,2020 Fall,,,,,,Columbia University,,,,,,,,,,,,,Columbia University Financial Economics; Masters (F20) Wait listed via Other on 20 Mar 2020 No; that's why I'm 99% certain I have no chance; but still as long as they dont give me a solid rejection;; it makes me to have a hope which is really horrible;; I want to stop waiting;; just so mad at them cuz I know they sent out majority of acceptance. why dont they just send rejection letter?? so cruel
4899aeb1b396,gradcafe,D,columbia-msfe,interview,2020 Fall,,,,,,Columbia University,,,,,,,,,,,,,Columbia University Financial Economics; Masters (F20) Interview via E-mail on 15 Feb 2020 TPB: Did you have an interview before? The officer told me that the results would come before 3.31
3be2537267c3,gradcafe,C,columbia-msfe,waitlisted,2020 Fall,3.85,4.0,,,,Columbia University,,,,,,,,,,,,,Columbia University Financial Economics; Masters (F20) Wait listed via Other on 19 Mar 2020 Undergrad GPA: 3.85GRE General (V/Q/W): 0/0/0.00GRE Subject: n/aâ¦ Anyone still waiting for the results?  I know I'm highly likely to be rejected  But quite angry they still dont provide any results;; they dont even respond to my email questions. They ignore twice;;  Do they provides rejection letter all at once?   I'm so tired of waiting
2011e0e6b8cf,gradcafe,D,uchicago-msfm,accepted,2020 Fall,,,,,,"University Of Chicago, Booth",,,,,,,,,,,,us,University Of Chicago; Booth Joint Program In Financial Economics; PhD (F20) Accepted via E-mail on 17 Mar 2020 Received email around noon. (16a / 0w / 4r / 3ir / 0p)
f1b85f655acc,gradcafe,D,finance-unknown,accepted,2020 Fall,,,,,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,,London School Of Economics & Political Science (LSE) Finance; PhD (F20) Accepted via E-mail on 1 Mar 2020 To the people on LSE Finance PhD waitlist; I have declined my offer. Best of luck!
4c3c4c3b6160,gradcafe,D,finance-unknown,,2020 Fall,,,,,,London School Of Economics,,,,,,,,,,,,,London School Of Economics Finance; PhD (F20) Other via Other on 16 Mar 2020 TPB: Do you receive any feedback yet? I wrote to the admission officer but with no response.
c600c643d044,gradcafe,D,finance-unknown,waitlisted,2020 Fall,,,,,,London School Of Economics And Political Science (LSE),,,,,,,,,,,,international,London School Of Economics And Political Science (LSE) Finance; PhD (F20) Wait listed via E-mail on 26 Feb 2020 To LSE admitted students: if you have other offers and you prefer them could you please decline the LSE offer ASAP. Many thanks.
6830a7c878e7,gradcafe,D,finance-unknown,waitlisted,2020 Fall,,,,,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,international,London School Of Economics & Political Science (LSE) Finance; PhD (F20) Wait listed via E-mail on 16 Mar 2020 The first round DDL should have passed; but receive no updates; very likely I will receive a rejection in the coming week.
6f922e2a1d8b,gradcafe,D,columbia-msfe,,2020 Fall,,,,,,Columbia University,,,,,,,,,,,,,Columbia University Financial Economics; Masters (F20) Other via Other on 13 Mar 2020 I just called today that the AO said the deadline for offer holders to make decisions is 3.30. So we should all hear back from the prog by EOM.
6a810961ee83,gradcafe,D,finance-unknown,accepted,2020 Fall,,,,,,University Of Wisconsin-Madison,,,,,,,,,,,,us,University Of Wisconsin-Madison Joint Finance And Economics; PhD (F20) Accepted via Phone on 21 Feb 2020 Just declined the offer. Good luck to those on the waitlist!
5baf74ddc302,gradcafe,D,finance-unknown,,2020 Fall,,,,,,Stockholm School Of Economics (SSE),,,,,,,,,,,,,Stockholm School Of Economics (SSE) Finance; PhD (F20) Other via POST on 11 Mar 2020 To the offer holders: Congratulations!!! Are you going to accept the offer?
4f2d3afa6ca1,gradcafe,B,finance-unknown,accepted,2020 Fall,3.6,4.0,170.0,158.0,,Stockholm School Of Economics (SSE),,,,,,,,,,,,international,Stockholm School Of Economics (SSE) Finance; PhD (F20) Accepted via E-mail on 10 Mar 2020 Undergrad GPA: 3.60GRE General (V/Q/W): 158/170/4.00GRE Subject: n/aâ¦ 
03ec17c49df1,gradcafe,D,columbia-msfe,,2020 Fall,,,,,,Columbia Business School,,,,,,,,,,,,,Columbia Business School Financial Economics; Masters (F20) Other via Other on 10 Mar 2020 No info after interview three weeks ago
24fb84b3e439,gradcafe,D,finance-unknown,,2020 Fall,,,,,,CEMFI,,,,,,,,,,,,,CEMFI Economics And Finance; Masters (F20) Other via Other on 10 Mar 2020 Uni in Madrid will be closed for 15 days due to COVID-19 according to the news. Don't know whether I can still expect a response before 15th March. Anyone hear from them these days?
495736659cba,gradcafe,D,cmu-mscf,rejected,2020 Fall,,,,,,Carnegie Mellon University,,,,,,,,,,,,,Carnegie Mellon University Financial Economics; PhD (F20) Rejected via E-mail on 9 Mar 2020 å æ²¹ðªfight up
9a6eb9fa716f,gradcafe,D,cmu-mscf,accepted,2020 Fall,,,,,,Carnegie Mellon University,,,,,,,,,,,,us,Carnegie Mellon University Financial Economics; PhD (F20) Accepted via E-mail on 9 Mar 2020 
d88c7bcc4630,gradcafe,D,cmu-mscf,,2020 Fall,,,,,,Carnegie Mellon University,,,,,,,,,,,,,Carnegie Mellon University Financial Economics; PhD (F20) Other via Other on 9 Mar 2020 TPB; did you hear back from the program after the interview?
90c965089c16,gradcafe,D,toronto-mmf,rejected,2020 Fall,,,,,,University Of Toronto,,,,,,,,,,,,,University Of Toronto Financial Economics; Masters (F20) Rejected via E-mail on 7 Mar 2020 Three research experience. Two university-nominated projects experience. International student with UofT undergrad. ok so bye UofT
92ae7ab53ec0,gradcafe,B,finance-unknown,accepted,2020 Fall,,,166.0,164.0,,Barcelona Graduate School Of Ecoomics,,,,,,,,,,,,international,Barcelona Graduate School Of Ecoomics Economics And Finance; Masters (F20) Accepted via E-mail on 3 Mar 2020 Undergrad GPA: n/aGRE General (V/Q/W): 164/166/4.50GRE Subject: n/aâ¦ Got accepted with 100% tuition fee waiver. Background: top grades from North-European university. Exchange year at top-5 economics department in the US. Straight A's and 3 LORs from professors there + RA work at said institution.
91a318a49524,gradcafe,D,finance-unknown,waitlisted,2020 Fall,,,,,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,us,London School Of Economics & Political Science (LSE) Finance; PhD (F20) Wait listed via E-mail on 5 Mar 2020 To LSE offer holders; congratulations! Are you going to accept the offer?
40223e3ee8e0,gradcafe,D,finance-unknown,rejected,2020 Fall,,,,,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,,London School Of Economics & Political Science (LSE) Finance And Private Equity; Masters (F20) Rejected via Postal Service on 5 Mar 2020 
a014366ed133,gradcafe,B,finance-unknown,accepted,2020 Fall,3.57,4.0,161.0,155.0,,UC Santa Cruz (UCSC),,,,,,,,,,,,,UC Santa Cruz (UCSC) Applied Economics And Finance; Masters (F20) Accepted via E-mail on 4 Mar 2020 Undergrad GPA: 3.57GRE General (V/Q/W): 155/161/0.00GRE Subject: n/aâ¦ 
12a503380e56,gradcafe,D,columbia-msfe,waitlisted,2020 Fall,,,,,,Columbia University,,,,,,,,,,,,,Columbia University MS Financial Economics; Masters (F20) Wait listed via Other on 3 Mar 2020 Applied to ms financial economics now interview & rejection Dont even reply to my email;;  Anyone with me?  Also applied to MAFN and under review;; no news either;;
017d6bbcbdd1,gradcafe,B,finance-unknown,rejected,2020 Fall,,,169.0,166.0,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,us,London School Of Economics & Political Science (LSE) Real Estate Economics And Finance; Masters (F20) Rejected via Website on 2 Mar 2020 Undergrad GPA: n/aGRE General (V/Q/W): 166/169/0.00GRE Subject: n/aâ¦ 2nd choice program; no email sent
8ba0f62cd757,gradcafe,D,,,2020 Fall,,,,,,University Of Texas At Austin,,,,,,,,,,,,international,University Of Texas At Austin Financial Economics; PhD (F20) Other via Other on 27 Feb 2020 TPB: I got the acceptance at about 3:30PM Texas time on 26/2/20. Best of luck!
063049981559,gradcafe,B,finance-unknown,rejected,2020 Fall,3.4,4.0,168.0,153.0,,Brandeis University,,,,,,,,,,,,,Brandeis University International Economics And Finance; PhD (F20) Rejected via Website on 26 Feb 2020 Undergrad GPA: 3.40GRE General (V/Q/W): 153/168/3.50GRE Subject: n/aâ¦ 
004318411675,gradcafe,D,finance-unknown,accepted,2020 Fall,,,,,,Stockholm School Of Economics (SSE),,,,,,,,,,,,international,Stockholm School Of Economics (SSE) Finance; PhD (F20) Accepted via E-mail on 26 Feb 2020 
31874d502429,gradcafe,D,finance-unknown,waitlisted,2020 Fall,,,,,,London School Of Economics And Political Science (LSE),,,,,,,,,,,,,London School Of Economics And Political Science (LSE) Finance; PhD (F20) Wait listed via E-mail on 24 Feb 2020 
a8528987dc2b,gradcafe,D,finance-unknown,waitlisted,2020 Fall,,,,,,London School Of Economics (LSE),,,,,,,,,,,,,London School Of Economics (LSE) Finance; PhD (F20) Wait listed via E-mail on 24 Feb 2020 TPB; what's the ddl for the first round admission? I've been placed on waitlist :(
0c263dd6e33f,gradcafe,D,finance-unknown,accepted,2020 Fall,,,,,,University Of Wisconsin-Madison,,,,,,,,,,,,us,University Of Wisconsin-Madison Finance And Economics; PhD (F20) Accepted via Phone on 21 Feb 2020 
91d6854454e4,gradcafe,D,,accepted,2020 Fall,,,,,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,,London School Of Economics & Political Science (LSE) Financial Statistics; Masters (F20) Accepted via E-mail on 21 Feb 2020 
dfbb5839c149,gradcafe,B,columbia-msfe,waitlisted,2020 Fall,3.85,4.0,169.0,159.0,,Columbia University,,,,,,,,,,,,international,Columbia University Financial Economics; Masters (F20) Wait listed via Other on 20 Feb 2020 Undergrad GPA: 3.85GRE General (V/Q/W): 159/169/4.00GRE Subject: n/aâ¦ I see some of my friends got admissions from this program; but I did not get any new updates. No rejection; no offer; no waitlist. My seniors told me that this is a kind of waitlist :( If some of the offer holders declined it; I may get in. Anyone plan to decline?
cc0424d8e64c,gradcafe,D,finance-unknown,accepted,2020 Fall,,,,,,London School Of Economics (LSE),,,,,,,,,,,,us,London School Of Economics (LSE) Finance; PhD (F20) Accepted via E-mail on 19 Feb 2020 Attending a US programme instead !
0aa82dc84496,gradcafe,D,,accepted,2020 Fall,,,,,,University Of Oxford,,,,,,,,,,,,us,University Of Oxford Financial Economics; PhD (F20) Accepted via E-mail on 18 Feb 2020 3a/3r/0wl/4p; Oxford was my last choice; attending Columbia ! Good luck to everyone else
65b3a530b3cb,gradcafe,D,finance-unknown,accepted,2020 Fall,,,,,,University Of Wisconsin - Madison,,,,,,,,,,,,us,University Of Wisconsin - Madison Finance And Economics; PhD (F20) Accepted via Phone on 20 Feb 2020 
ce1def9b3be5,gradcafe,D,cmu-mscf,interview,2020 Fall,,,,,,Carnegie Mellon University,,,,,,,,,,,,,Carnegie Mellon University Financial Economics; PhD (F20) Interview via E-mail on 20 Feb 2020 
e5cead6b4a33,gradcafe,B,michigan-qfr,accepted,2020 Fall,,,170.0,170.0,,University Of Michigan,,,,,,,,,,,,international,University Of Michigan Financial Economics; PhD (F20) Accepted via E-mail on 19 Feb 2020 Undergrad GPA: n/aGRE General (V/Q/W): 170/170/5.00GRE Subject: n/aâ¦ Fully funded. Unexpected but excited!
562d3e44e3e0,gradcafe,D,,rejected,2020 Fall,,,,,,MIT Sloan School Of Management,,,,,,,,,,,,,MIT Sloan School Of Management Financial Economics; PhD (F20) Rejected via E-mail on 19 Feb 2020 
480f35d7cb8f,gradcafe,D,,accepted,2020 Fall,,,,,,Yale School Of Management,,,,,,,,,,,,us,Yale School Of Management Financial Economics; PhD (F20) Accepted via E-mail on 18 Feb 2020 
62f2c82eacba,gradcafe,D,,accepted,2020 Fall,,,,,,Yale School Of Management,,,,,,,,,,,,international,Yale School Of Management Financial Economics; PhD (F20) Accepted via E-mail on 19 Feb 2020 
8074df5914ec,gradcafe,B,finance-unknown,rejected,2020 Fall,3.8,4.0,165.0,,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,international,London School Of Economics & Political Science (LSE) Finance; PhD (F20) Rejected via Website on 18 Feb 2020 Undergrad GPA: 3.80GRE General (V/Q/W): 0/165/0.00GRE Subject: n/aâ¦ 
304aea24fe4d,gradcafe,D,,rejected,2020 Fall,,,,,,Stockholm School Of Economics (SSE),,,,,,,,,,,,international,Stockholm School Of Economics (SSE) Financial Economics; PhD (F20) Rejected via E-mail on 18 Feb 2020 
8be938add6fd,gradcafe,B,finance-unknown,rejected,2020 Fall,,,169.0,161.0,,Stockholm School Of Economics (SSE),,,,,,,,,,,,international,Stockholm School Of Economics (SSE) Finance; PhD (F20) Rejected via E-mail on 18 Feb 2020 Undergrad GPA: n/aGRE General (V/Q/W): 161/169/0.00GRE Subject: n/aâ¦ 
4d74017c3b5b,gradcafe,D,finance-unknown,interview,2020 Fall,3.89,4.0,169.0,158.0,,Brandeis University,,,,,,,,,,,,,Brandeis University International Economics And Finance; Masters (F20) Interview via E-mail on 13 Feb 2020 Undergrad GPA: 3.89GRE General (V/Q/W): 158/169/4.00GRE Subject: n/aâ¦ To the post below; I had the interview scheduled on Feb 13 by two professors. They said they will send out the decision in several weeks.
16592d497e52,gradcafe,B,,accepted,2020 Fall,3.5,4.0,165.0,163.0,,University Of Rochester,,,,,,,,,,,,international,University Of Rochester Financial Economics; PhD (F20) Accepted via E-mail on 12 Feb 2020 Undergrad GPA: 3.50GRE General (V/Q/W): 163/165/5.00GRE Subject: n/aâ¦ Email to check website. 24k no TA/RA first two years.
58725084eaa4,gradcafe,D,finance-unknown,interview,2020 Fall,,,,,,Brandeis University,,,,,,,,,,,,international,Brandeis University PhD In International Economics And Finance (PhD); PhD (F20) Interview via E-mail on 6 Feb 2020 Notification e-mail to perform an interview.
4177cc71a680,gradcafe,D,toronto-mmf,accepted,2020 Fall,,,,,,University Of Toronto,,,,,,,,,,,,,University Of Toronto Financial Economics; Other (F20) Accepted via Phone on 3 Feb 2020 
c48e9db0f107,gradcafe,B,,accepted,2020 Fall,,,165.0,,,Utah State University,,,,,,,,,,,,us,Utah State University Financial Economics; Masters (F20) Accepted via E-mail on 28 Jan 2020 Undergrad GPA: n/aGRE General (V/Q/W): 0/165/0.00GRE Subject: n/aâ¦ 
4fe11046bc92,gradcafe,C,finance-unknown,rejected,2020 Fall,,,165.0,144.0,,Universitat Pompeu Fabra,,,,,,,,,,,,,Universitat Pompeu Fabra Economics; Finance And Management; PhD (F20) Rejected via E-mail on 29 Jan 2020 Undergrad GPA: n/aGRE General (V/Q/W): 144/165/3.00GRE Subject: n/aâ¦ 
3442787c8380,gradcafe,D,finance-unknown,accepted,2020 Fall,,,,,,University Of Cambridge (UK),,,,,,,,,,,,,University Of Cambridge (UK) Finance And Economics; Masters (F20) Accepted via E-mail on 10 Jan 2020 UK undergrad; no GRE.
ce6414a05783,gradcafe,B,finance-unknown,accepted,2020 Fall,4.0,4.0,,,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,international,London School Of Economics & Political Science (LSE) MSc Finance And Economics; Masters (F20) Accepted via E-mail on 16 Dec 2019 Undergrad GPA: 4.00GRE General (V/Q/W): 0/0/0.00GRE Subject: n/aâ¦ Informal provisional acceptance. No word on conditions yet. Top of my class from UK Russel Group University
e306accbd1d8,gradcafe,B,,accepted,2019 Fall,3.1,4.0,170.0,157.0,,Ludwig Maximilians Munich,,,,,,,,,,,,international,Ludwig Maximilians Munich Quantitative Economics; Masters (F19) Accepted via E-mail on 2 May 2019 Undergrad GPA: 3.10GRE General (V/Q/W): 157/170/5.50GRE Subject: n/aâ¦ Do you guys know how many people quantitative economics accept each year and how the placements are of the graduates from the MSQ?   I would like to come to Munich; but I wonder if I will face something unexpected... It is a big decision for me so I would appreciate your advice / knowledge on LMU; its MSQ degree; and Munich in general..
